product_key,name,slug,category_slug,part_brand_slug,product_type,short_description,description,attr:material,attr:brand,attr:usage-application,attr:laser-type,attr:color,attr:country-of-origin,attr:application,attr:focal-length,attr:diameter,attr:lens-type,attr:laser-wavelength,attr:shape,attr:power-handling,attr:coating,attr:type,attr:packaging-type,attr:marking-speed-capacity,attr:nozzle-diameter,attr:size,attr:model-name-number,attr:design-method,attr:height,attr:marking-depth,attr:corrosion-resistance,attr:marking-speed,attr:thickness,attr:assist-gas,attr:mount-type,attr:outer-diameter,attr:max-laser-power,attr:cooling-method,attr:nozzle-type,attr:ring-type,attr:process-type,attr:laser-power,attr:uses,attr:inner-diameter,attr:collimation-lens,attr:surface-finish,attr:pack-size,attr:offering-laser,attr:ceramic-material,attr:usage,attr:monitoring,attr:surface-finishing,attr:thread-size,attr:valve-size,attr:mounting-type,attr:part-type,attr:wall-thickness,attr:ring-height,attr:max-service-temp,attr:finish,attr:hardness,attr:copper-grade,attr:tip-type,attr:sterile,attr:bud-color,attr:packing-type,attr:voltage,attr:automation-grade,attr:feature,attr:parts,attr:leak-proof,attr:features,attr:finishing-type,attr:weight,attr:stick-material,attr:stick-length,attr:mounting-interface,attr:frame-material,attr:light-source-type,attr:support-laser-power,attr:max-cutting-thickness,attr:job-work-basis,attr:usage-industry,attr:service-location,attr:frequency,attr:temperature,attr:power,attr:part-number,attr:aperture,attr:form,attr:pack-volume,attr:tissue-type,attr:tissue-material,attr:country-of-origin-2,attr:gender,attr:is-it-reusable,attr:head-material,attr:total-length,attr:handle-material,attr:output-power,attr:cable-conductor,attr:insulation-material,attr:waterproof,attr:bore-size,attr:connection-type,attr:rubber-material,attr:series-no,attr:anode-dissipation,attr:anode-voltage,attr:available-interfaces,attr:cooling,attr:filter-media,attr:construction,attr:medium-material,attr:efficiency,attr:filter-class,attr:filtration-grade,attr:location,attr:production-capacity,attr:series,attr:power-resolution,attr:media,attr:protection-use,attr:fit-type,attr:inner-size,attr:finish-type,attr:beam-emission-shape,attr:ar-coated,attr:service-material,attr:machine-type,attr:operation-type,attr:max-sheet-size,attr:application-industry,attr:material-supply,attr:file-format,attr:pipe-material,attr:max-pipe-diameter,attr:pipe-shape,attr:cutting-type,attr:pipe-length-handling,attr:compressor-type,attr:cooling-capacity,attr:deep-filtration,attr:pressure,attr:max-flow-rate,attr:number-of-stages,attr:mounting,attr:mirror-type,attr:reflectivity,attr:working-temperature,attr:frame-type,attr:lens-material,attr:base-solvent,attr:formulation-type,attr:grade-standard,attr:pattern,attr:use,attr:packaging-size,attr:sheet-size,attr:by-nozzle-double,attr:by-nozzle-hd,attr:torch-model,attr:current-rating,attr:nozzle-bore,attr:consumable-type,attr:torch-type,attr:vehicle-model,attr:size-inch,attr:length,attr:valve,attr:quantity-per-pack,attr:pitch-series,attr:structure,attr:outer-measurement,attr:anti-fog,attr:head-shape,attr:sterility,attr:tip-material,attr:phone-brand,attr:center-wavelength,attr:modulation-type,attr:motor-voltage,attr:motor-current,attr:control-method,attr:feedback-type,attr:input-control-signal,attr:protection-features,attr:braking-type,attr:brand-name,attr:rf-interface,attr:impedance,attr:maximum-frequency,attr:pin-type,attr:mounting-style,attr:power-rating,attr:control-interface,attr:power-supply,attr:cooling-type,attr:communication,attr:tool-type,attr:compatible-power,attr:compatible-brand,attr:nozzle-outlet-size,attr:gas-type,attr:body-material,attr:capacity,attr:max-sheet-thickness,attr:max-bending-length,attr:bending-accuracy,attr:bending-type,attr:material-grade,attr:supported-format,attr:industry-served,attr:service-mode,attr:aperture-range,attr:focus,attr:cleaner-type,attr:lens-type-compatibility,attr:volume
FIBER-LASER-CUTTING-MACHINE-NOZZLE,Fiber Laser Cutting Machine Nozzle,fiber-laser-cutting-machine-nozzle,laser-nozzle,centricut,SPARE_PART,We can deliver the EBD laser nozzle for laser cutting machine all across india.,"We can deliver the EBD laser nozzle for laser cutting machine all across india.
A fiber laser cutting machine nozzle is a critical consumable tip on the cutting head that directs the focused laser beam and high-pressure assist gas (like oxygen or nitrogen) onto the material, blowing away molten debris for clean cuts, protecting the focusing lens from back-splash, and ensuring precise, efficient cutting by controlling gas flow and maintaining beam concentricity, with types ranging from single-layer to dual-layer designs for different applications.",Copper,Centricut,Laser cutting machine,Fiber Laser,Light brown,,,,,,,,,,,,5000 mm/s,"1mm, 0.8mm to 2.7mm",,EBD Laser Nozzle,,,0.3mm,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOUBLE-LAYERS-RAYTOOLS-LASER-NOZZLE-2,Double Layers Raytools Laser Nozzle,double-layers-raytools-laser-nozzle-2,laser-nozzle,raytools,SPARE_PART,We can deliver Raytools double layer nozzle having 32 mm diameter and 15mm height for fiber laser cutting machine,We can deliver Raytools double layer nozzle having 32 mm diameter and 15mm height for fiber laser cutting machine,Copper,Raytools,Laser cutting machine,Fiber Laser,Light brown,,,,"32mm, 1mm",,,,,,,,8000 mm/s,,,Raytools 32 dia double nozzle,,15mm,0.3mm,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LASER-WELDING-NOZZLE,Laser Welding Nozzle,laser-welding-nozzle,laser-nozzle,mazak,SPARE_PART,We can provide laser welding nozle at a very economical rate all across india for laser cutting machines,We can provide laser welding nozle at a very economical rate all across india for laser cutting machines,,mazak,laser cutting,Fiber Laser,,,,,,,,,,,,,5000 mm/s,20mm,,,,,,yes,,,,,,,,,,,,,,,,,Cables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAYTOOL-LASER-CUTTING-NOZZLE,Raytool Laser Cutting Nozzle,raytool-laser-cutting-nozzle,laser-nozzle,raytools,SPARE_PART,,,,RayTools,,,Golden,Made in India,,,,,,,,,Raytool Laser Cutting Nozzle,,,1mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAYTOOLS-SENSOR-HEAD-TRA-NOZZLE-ASSEMBLY,RayTools Sensor Head TRA Nozzle Assembly,raytools-sensor-head-tra-nozzle-assembly,laser-nozzle,raytools-sensor-head,SPARE_PART,,,SS,RayTools Sensor Head,,,Silver,Made in India,,,,,,,,,TRA Nozzle Assembly,,,1mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BULLET-NOZZLE-CONNECTOR-I-M14,Bullet Nozzle Connector I M14,bullet-nozzle-connector-i-m14,laser-nozzle,raytools,SPARE_PART,,,Brass,Raytools,,,Golden,Made in India,,,,,,,,,Bullet Nozzle Connector I M14,,,1mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIBER-LASER-HIGH-SPEED-NOZZLE,Fiber Laser High Speed Nozzle,fiber-laser-high-speed-nozzle,laser-nozzle,raytools,SPARE_PART,,,Copper,Raytools,,Fiber,,,,,28 mm,,,,,,Double Layer,,,,,,,,,,,,,,,,,,,,3-15 kw,,,,Chrome Plated,,,,,,,M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5-3.5 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNE-SMALL-NOZZLE,Dne Small Nozzle,dne-small-nozzle,laser-nozzle,raytools,SPARE_PART,,,Copper,Raytools,,Fiber,,,,,15 mm,,,,,,Double Layer,,,,,,,,,,,,,,,,,,,,1-20 kw,,,,,,,,,,,M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSX-PRECITEC-NOZZLE-DIA-28,Wsx / Precitec Nozzle Dia-28,wsx-precitec-nozzle-dia-28,laser-nozzle,wsx,SPARE_PART,,,Copper,WSX,,Fiber,,,,,28 mm,,,,,,Single Layer,,,,,,,,,,,,,,,,,,,,1-20 kw,,,,,,,,,,,M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAYTOOL-CUTTING-NOZZLE-DIA-32,Raytool Cutting Nozzle Dia-32,raytool-cutting-nozzle-dia-32,laser-nozzle,raytools,SPARE_PART,"A Raytools Cutting Nozzle Dia-32 is a high-quality copper tip for fiber laser cutting heads, featuring a 32mm outer diameter, 15mm height, and M14 (or sometimes M11) thread, available in single or double-layer designs, crucial for directing gas flow (like nitrogen or oxygen) for clean, precise cuts on metal, with varying internal calibers (e.g., 0.8mm-5.0mm) to match laser power and material thickness, ensuring excellent heat dissipation and durability.","A Raytools Cutting Nozzle Dia-32 is a high-quality copper tip for fiber laser cutting heads, featuring a 32mm outer diameter, 15mm height, and M14 (or sometimes M11) thread, available in single or double-layer designs, crucial for directing gas flow (like nitrogen or oxygen) for clean, precise cuts on metal, with varying internal calibers (e.g., 0.8mm-5.0mm) to match laser power and material thickness, ensuring excellent heat dissipation and durability.",Copper,Raytools,,Fiber,,,,,32,,,,,,Single Layer,,,,,,,,,,,,,,,,,,,,1-20 kw,,,,Chrome Plated,,,,,,,M14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8-3 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500-1800 degree c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D28-FAST-SINGLE-LAYER-NOZZLE,D28 Fast Single Layer Nozzle,d28-fast-single-layer-nozzle,laser-nozzle,,SPARE_PART,Type – Spare Parts for Raytools Cutting HeadDiameter – 32 mmThread – M11Material – Red &amp; Pure Copper with chromeHeight – 15 mmCaliber – 0.8mm-2mmUsage : For Fiber Laser Cutting Machine,Type –  Spare Parts for Raytools Cutting HeadDiameter –  32 mmThread –  M11Material –  Red &amp; Pure Copper with chromeHeight –  15 mmCaliber – 0.8mm-2mmUsage : For Fiber Laser Cutting Machine,Copper,,Laser Cutting Machine,Fiber Laser,Brown,,,,,,,,,,,,10000 mm/s,32mm,,,,H15 mm,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAYTOOLS-NOZZLE-HOLDER,Raytools Nozzle Holder,raytools-nozzle-holder,laser-nozzle,raytools,SPARE_PART,We can provide the Raytools nozzle holder at a very economical rate all across india for laser cutting machines,We can provide the Raytools nozzle holder  at a very economical rate all across india for laser cutting machines,Tungsten Carbide,Raytools,For Laser Machine Spare Parts,,,,,,,,,,,,Ceramic,,,,5 inch,,,,,,,,,,30mm,,,,,,,,,,,,,,,,,,,,,15mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LASER-SAFETY-GOGGLES,Laser Safety Goggles,laser-safety-goggles,laser-safety-goggles,karam,SPARE_PART,"We can deliver Laser safety googles used to protect while working on laser cutting machine Laser safety goggles are specialized eyewear with optical filters that block or attenuate dangerous laser wavelengths (UV, visible, IR) to safe levels, protecting sensitive eyes from severe, permanent damage like retinal burns or cataracts, featuring high optical density (OD) ratings, often colored lenses, and designed for complete eye coverage with features like adjustable straps and v","We can deliver Laser safety googles used to protect while working on laser cutting machine

Laser safety goggles are specialized eyewear with optical filters that block or attenuate dangerous laser wavelengths (UV, visible, IR) to safe levels, protecting sensitive eyes from severe, permanent damage like retinal burns or cataracts, featuring high optical density (OD) ratings, often colored lenses, and designed for complete eye coverage with features like adjustable straps and ventilation for comfort, fitting over glasses if needed. They are essential personal protective equipment (PPE) for anyone working with or near lasers, ensuring safety beyond the natural blink reflex.",Acrylic,Karam,,,Transparent,Made in India,,,,laser protection goggle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPA-SPRAY-FOR-LASER-CUTTING-MACHINE,IPA Spray For Laser Cutting Machine,ipa-spray-for-laser-cutting-machine,lens-cleaner,kontakt,SPARE_PART,IPA Spray for laser cutting machine,IPA Spray for laser cutting machine,,Kontakt,,,Black,Made in India,Electronics Cleaning,,,,,,,,IPA Spray,,,,200 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isopropyl Alcohol,Solvent Based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPANOL-LENS-CLEANER,Propanol Lens Cleaner,propanol-lens-cleaner,lens-cleaner,,SPARE_PART,Propanol lens Cleaner,Propanol lens Cleaner,,,,,Transparant,,,,,,,,,,lens Cleaner,,,,,Propanol lens Cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Streak Free,,,,,,,,,,,,,,,,,,,,,Spray,5 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chemical Grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIFFIN-LENS-CLEANING-PAPER,Tiffin Lens Cleaning Paper,tiffin-lens-cleaning-paper,lens-cleaning-tissue,,SPARE_PART,We can provide Tiffen Lens Cleaning paper at a very economical rate all across india for laser cutting machines,We can provide Tiffen Lens Cleaning paper at a very economical rate all across india for laser cutting machines,,,,,White and Blue,,,,,,,Rectangular,,,,,,,6 x 8 inch (H x L),,,,,,,,,,,,,,,,,Lens Cleaning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIFFEN-LENS-CLEANING-PAPER,Tiffen Lens Cleaning Paper,tiffen-lens-cleaning-paper,lens-cleaning-tissue,tiffen,SPARE_PART,Tiffen Lens Cleaning Paper – 1 Tissue Packs Of 50 Sheets,Tiffen Lens Cleaning Paper – 1 Tissue Packs Of 50 Sheets,Paper,Tiffen,,,,,,,,,,,,,,,,,,EK1546027T2,,,,,,,,,,,,,,,,,,,,30 Wipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pre Moistened,Cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lens Cleaning,Pack Of 50 Pieces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LENS-CLEANING-PAPER-TIFFEN,Lens Cleaning Paper - TIFFEN,lens-cleaning-paper-tiffen,lens-cleaning-tissue,tippen,SPARE_PART,,,,Tippen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 Wipes,,,,,,,,,,,,,,,,,,,Pouch Pack,,,,,,,,,,,,,,,,,,,,,,,,,,Pre Moistened,Non Woven,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 x 12 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPTICAL-LENS-CLEANER,Optical Lens Cleaner,optical-lens-cleaner,liquid-cleaner,tiffen,SPARE_PART,,,,Tiffen,,,White(Bottle Color),,,,,,,,,,,,,,100ml,,,,,,,,,,,,,,,,,Lens Cleaner,,,,,,,,,,,,,,,,,,,,,,,Bottle,,,Streak Free,,,,,,,,,,,,,,,,,,,,,Spray,5 ml,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERAMIC-NOZZLE-HOLDER,Ceramic Nozzle Holder,ceramic-nozzle-holder,nozzle-holder,trumpf,SPARE_PART,We can provide White ceramic nozzle holder at a very economical rate all across india for laser cutting machines,We can provide White ceramic nozzle holder at a very economical rate all across india for laser cutting machines,Ceramic,TRUMPF,laser cutting,,WHITE,,,,,,,,,,,,,,3 inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceramic nozzles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERAMIC-NOZZLE-HOLDER-2,Ceramic Nozzle Holder,ceramic-nozzle-holder-2,nozzle-holder,,SPARE_PART,,,Ceramic and SS,,Nozzle Holder,,White and Silver,,,,,,,,,,,,,,1 inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 mm,,,,,,,,,,,,,,,,Gloss Finishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BODOR-D32-DOUBLE-LAYER-NOZZLE,Bodor D32 Double Layer Nozzle,bodor-d32-double-layer-nozzle,nozzle,,SPARE_PART,DMK S32 H15 M14 double layers hexagon bodor Laser Nozzle 0.8-5.0mm fiber Laser cutting Nozzle.It is designed to control the airflow and assist in the delivery of cutting gases to the workpiece during the cutting process.,"DMK S32 H15 M14 double layers hexagon bodor Laser Nozzle 0.8-5.0mm fiber Laser cutting Nozzle.It is designed to control the airflow and assist in the delivery of cutting gases to the workpiece during the cutting process. This single nozzle is made with high-quality materials, ensuring durability and improved cutting performance.",Copper,,Laser Cutting Machine,Fiber Laser,Brown,,Laser cutting Machine,,,,,,,,Nozzle,Box Packing,10000 mm/s,32mm,,,,,0.01,,,,,,,,,,,,,,,,,,fiber laser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double,HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVEX-LENS-FOR-LASER,Convex Lens For Laser,convex-lens-for-laser,optical-lenses,,SPARE_PART,"A convex lens for a laser is a converging optic, typically Plano-Convex (PCX) or Double Convex, designed to focus parallel laser beams to a small spot or collimate diverging light from a source, crucial for applications like cutting, engraving, alignment, and beam expansion, often featuring special coatings for specific wavelengths (e.g., CO2, Fiber) to manage reflection and thermal load.","A convex lens for a laser is a converging optic, typically Plano-Convex (PCX) or Double Convex, designed to focus parallel laser beams to a small spot or collimate diverging light from a source, crucial for applications like cutting, engraving, alignment, and beam expansion, often featuring special coatings for specific wavelengths (e.g., CO2, Fiber) to manage reflection and thermal load. These lenses are defined by their outward curve, positive focal length, and materials like BK7, Fused Silica, or ZnSe, with precision depending on application needs.",Glass,,Laser Lens,,,Made in India,,10 mm,,Plano Convex,,Convex,,,convex lens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLASMA-CUTTING-MACHINE-NOZZLE,Plasma Cutting Machine Nozzle,plasma-cutting-machine-nozzle,plasma-consumables,,SPARE_PART,We can provide plasma cutting machine nozzle at a very economical rate all across india for laser cutting machines,We can provide plasma cutting machine nozzle at a very economical rate all across india for laser cutting machines,Copper,,PLASMA CUTTING MACHINE,,RED COPPER,,,,,,,,,,,,,,,CB150 ELECTRODE NOZZLE PR0034 PD0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PT31,30A,0.8 mm,PLASMA NOZZLE,Cutting torch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIR-FILTER-DONALDSON,Air Filter Donaldson,air-filter-donaldson,pneumatic-air-filter,donaldson,SPARE_PART,,,Plastic,Donaldson,Air Filter,,White and Black,,,,,,,Round,,,,,,,,X009745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Semi-Automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reusable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TATA 407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FESTO-PNEUMATIC-AIR-FILTERS-FOR-LASER-CUTTING-MACHINE,Festo Pneumatic Air Filters for laser cutting machine,festo-pneumatic-air-filters-for-laser-cutting-machine,pneumatic-air-filter,festo,SPARE_PART,,,Aluminum,Festo,Hospital and Clinic,,Round,,,,,,,Round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reusable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAZAK-LASER-CONSUMABLES,Mazak Laser Consumables,mazak-laser-consumables,precision-machined-components,mazak,SPARE_PART,We can provide Mazak laser consumables at a very economical rate all across india for laser cutting machines,We can provide Mazak laser consumables at a very economical rate all across india for laser cutting machines,Mild Steel,Mazak,laser cutting,CO2,Copper,Made in India,laser cutting,,,,,,,,,Box,5000 mm/s,20mm,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32X2-PROTECTIVE-LENS,32X2 Protective Lens,32x2-protective-lens,protective-lens,,SPARE_PART,,,Fused Silica,,,CO2,,,Cutting,50 mm,,Plano Convex,355 nm,,<50 W,AR 355 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAYTOOLS-ORIGINAL-PROTECTIVE-LENS,RayTools Original Protective Lens,raytools-original-protective-lens,protective-lens,,SPARE_PART,,,Fused Silica,,,CO2,,,,50 mm,,Plano Convex,355 nm,,<50 W,AR 355 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
